iso,observed,fitted,residual
ALB,6.2227678298950195,1.467717384946304,4.755050444948715
ARG,-0.46367645263671875,1.1046691130421937,-1.5683455656789125
BEN,1.5666818618774414,0.6206017295395264,0.946080132337915
BFA,1.2674617767333984,0.5620565589114651,0.7054052178219333
BGD,2.607545852661133,0.6749003492335759,1.932645503427557
BGR,-0.5613327026367188,2.5110969184154404,-3.072429621052159
BOL,-1.5906667709350586,0.5489510943922199,-2.1396178653272786
BRA,1.056528091430664,1.4352081935332603,-0.3786801021025963
CAF,0.16201496124267578,0.43860434254948916,-0.2765893813068134
CHL,4.506778717041016,1.7079895534991183,2.7987891635418976
CIV,-1.2911701202392578,1.1697436341155034,-2.4609137543547615
COG,-1.1472892761230469,0.9149021334610734,-2.0621914095841203
COM,-1.0308027267456055,0.2687263220192413,-1.2995290487648468
CPV,4.272260665893555,1.3552553160416831,2.9170053498518715
DJI,1.083970069885254,1.3261497316259445,-0.2421796617406906
DOM,1.4332103729248047,0.7121332285400958,0.7210771443847089
ECU,-0.023179054260253906,0.9595306960738736,-0.9827097503341276
ESP,1.3173103332519531,1.7397034992665081,-0.422393166014555
ETH,2.10233211517334,0.7555053182480578,1.346826796925282
GHA,-1.0585832595825195,0.899713149950645,-1.9582964095331645
GNB,-2.02211856842041,0.3097286508500636,-2.3318472192704736
GRC,1.4888477325439453,1.6386928050784262,-0.14984507253448087
GTM,2.8339147567749023,0.6182160281523191,2.2156987286225833
GUY,4.252161979675293,1.3363144149610446,2.915847564714248
HND,-0.48764705657958984,0.9100989160260662,-1.397745972605656
HRV,3.4006595611572266,2.0021309078175378,1.3985286533396888
HUN,-0.27892112731933594,2.184414560393368,-2.463335687712704
IDN,3.377060890197754,1.076159954639815,2.300900935557939
KOR,6.430015563964844,2.246442891260102,4.1835726727047415
LSO,1.8030643463134766,0.7697400136196556,1.0333243326938208
MDG,-1.6268634796142578,0.4785251245991096,-2.1053886042133674
MEX,2.1816539764404297,1.7131903878319936,0.46846358860843607
MLI,2.2158384323120117,0.5594163734192865,1.6564220588927252
MNG,1.7296123504638672,1.544266669660478,0.1853456808033891
MOZ,4.243168830871582,0.4711612535834385,3.7720075772881434
MWI,0.3511476516723633,0.7925632501010884,-0.44141559842872513
NER,-1.6145133972167969,1.0799795762367035,-2.6944929734535004
NGA,-1.9868755340576172,1.0652857592253064,-3.0521612932829236
NIC,0.7746315002441406,0.9617096412719579,-0.18707814102781728
NPL,2.4111509323120117,0.7123877079050999,1.6987632244069117
PAK,2.18414306640625,1.2041547059173079,0.9799883604889421
PAN,1.4498710632324219,1.0306262552754657,0.4192448079569562
PER,-2.283492088317871,1.1159409755940577,-3.399433063911929
PHL,1.1841821670532227,0.8438240721450586,0.34035809490816404
PRT,1.9550704956054688,1.790455372060405,0.1646151235450637
PRY,-0.8190679550170898,0.9745765420514383,-1.7936444970685281
ROU,-2.1980762481689453,1.3553030285526377,-3.553379276721583
SDN,-0.48467159271240234,0.6980098607807362,-1.1826814534931387
SEN,1.2131023406982422,1.0491552197207412,0.16394712097750097
SLE,1.7092180252075195,-0.08232198964504225,1.7915400148525618
SLV,-0.28304576873779297,0.8149093377731385,-1.0979551065109314
SUR,0.9057760238647461,0.7135805491187688,0.1921954747459773
THA,4.1464948654174805,1.0095080060694788,3.136986859348002
URY,3.446626663208008,1.3285195304228228,2.118107132785185
ZAF,0.8451747894287109,1.7142401009927333,-0.8690653115640223
ZMB,-1.9362211227416992,1.3313505659588196,-3.267571688700519
ZWE,0.10030269622802734,0.50812376041456,-0.40782106418653263
