iso,observed,fitted,residual
ALB,6.2227678298950195,1.6378410289912773,4.584926800903743
ARG,-0.46367645263671875,0.6075431125376891,-1.0712195651744079
BEN,1.5666818618774414,0.7417761274038165,0.8249057344736249
BFA,1.2674617767333984,0.4639122125632259,0.8035495641701725
BGD,2.607545852661133,0.8091275788069704,1.7984182738541623
BGR,-0.5613327026367188,2.71269065492259,-3.274023357559309
BOL,-1.5906667709350586,0.34945053828833866,-1.9401173092233972
BRA,1.056528091430664,1.3035972441689165,-0.24706915273825247
CAF,0.16201496124267578,0.5939365402122119,-0.4319215789695361
CHL,4.506778717041016,1.7185293418846461,2.7882493751563695
CIV,-1.2911701202392578,1.4622024328179297,-2.7533725530571873
COG,-1.1472892761230469,0.9546099321087885,-2.1018992082318353
COM,-1.0308027267456055,0.2897218324733278,-1.3205245592189332
CPV,4.272260665893555,1.4738031651504093,2.7984575007431456
DJI,1.083970069885254,1.6037747711591264,-0.5198047012738725
DOM,1.4332103729248047,0.405889161721245,1.0273212112035597
ECU,-0.023179054260253906,0.7331520705752114,-0.7563311248354653
ESP,1.3173103332519531,1.4046234214761346,-0.08731308822418149
ETH,2.10233211517334,1.0758029196093646,1.0265291955639753
GHA,-1.0585832595825195,0.647516340509084,-1.7060996000916036
GNB,-2.02211856842041,0.4956763146903141,-2.5177948831107244
GRC,1.4888477325439453,1.2405323414864509,0.24831539105749445
GTM,2.8339147567749023,0.10549978285815924,2.728414973916743
GUY,4.252161979675293,1.4946420437572978,2.757519935917995
HND,-0.48764705657958984,0.7545580595689543,-1.2422051161485441
HRV,3.4006595611572266,2.2100774370403458,1.1905821241168808
HUN,-0.27892112731933594,2.219478589208193,-2.498399716527529
IDN,3.377060890197754,1.3234054071726922,2.0536554830250617
KOR,6.430015563964844,2.2283400983937067,4.201675465571137
LSO,1.8030643463134766,0.9412344010620858,0.8618299452513908
MDG,-1.6268634796142578,0.6340837469688325,-2.2609472265830903
MEX,2.1816539764404297,1.8120187965015981,0.36963517993883155
MLI,2.2158384323120117,0.7396053836232072,1.4762330486888047
MNG,1.7296123504638672,1.7960373889776786,-0.06642503851381143
MOZ,4.243168830871582,0.6819915784285446,3.5611772524430374
MWI,0.3511476516723633,1.073614360562316,-0.7224667088899528
NER,-1.6145133972167969,1.3080351229757692,-2.9225485201925663
NGA,-1.9868755340576172,0.9773524926290961,-2.964228026686713
NIC,0.7746315002441406,1.020572979688199,-0.24594147944405842
NPL,2.4111509323120117,0.8992674208862693,1.5118835114257423
PAK,2.18414306640625,1.0297288505983917,1.1544142158078583
PAN,1.4498710632324219,1.0142323607354746,0.43563870249694725
PER,-2.283492088317871,0.8755432929377176,-3.1590353812555887
PHL,1.1841821670532227,0.8003638332524433,0.38381833380077934
PRT,1.9550704956054688,1.4711901499113402,0.4838803456941285
PRY,-0.8190679550170898,1.0230854735830346,-1.8421534286001244
ROU,-2.1980762481689453,1.3591348338792495,-3.5572110820481946
SDN,-0.48467159271240234,0.3203245863172685,-0.8049961790296709
SEN,1.2131023406982422,1.3566366562310377,-0.1435343155327955
SLE,1.7092180252075195,0.08418673294861566,1.6250312922589039
SLV,-0.28304576873779297,0.6053755870829757,-0.8884213558207686
SUR,0.9057760238647461,0.6004459070766002,0.3053301167881459
THA,4.1464948654174805,0.7755093101573796,3.370985555260101
URY,3.446626663208008,1.1467141221477473,2.2999125410602606
ZAF,0.8451747894287109,1.8093373905350185,-0.9641626011063076
ZMB,-1.9362211227416992,1.5227379959328944,-3.458959118674594
ZWE,0.10030269622802734,0.3034677900540496,-0.20316509382602227
