iso,country,region,transition_year,baseline_year,five_nondem_years,first_eligible_transition,capacity_pre5,capacity_posterior_sd_pre5,administration_pre5,capacity_world_percentile,capacity_above_world_median,log_gdp0_ddcg,log_gdp0_mpd,pre_growth10_ddcg,pre_growth10_mpd,growth10_ddcg,growth20_ddcg,growth10_mpd,growth20_mpd,mortality_change10,negative_growth_years10_mpd,main_eligible,main_exclusion_reason,cap_z,admin_z,t_center
MWI,Malawi,AFR,1994,1993,True,True,-0.47103999853134154,0.352703320980072,-0.691,21.897810218978105,0.0,4.95099401473999,6.763611420409278,-0.5517959594726562,-0.5312446018568995,0.3511476516723633,,0.4520209562156552,1.2546843066661717,-47.80000305175781,5.0,True,,-0.47112425274605424,-0.05818815797795965,9
NER,Niger,AFR,1991,1990,True,True,-0.10961666167713702,0.354615318775177,1.1136000000000001,43.35664335664335,0.0,5.2652668952941895,6.77078942390898,-2.9343223571777344,-3.923829669376629,-1.6145133972167969,-0.3592348098754883,-2.2921621352097077,-0.367805278633484,-36.19999694824219,7.0,True,,0.04997701218126886,1.5750599234229457,6
NER,Niger,AFR,1999,1998,False,False,-0.7567800045013428,0.3559248626232147,-0.1448,11.11111111111111,0.0,5.193536758422852,6.627046131304395,-1.3505077362060547,-2.1776934790386804,-0.0151824951171875,,0.6930935775079217,1.1077067817688135,-34.600006103515625,4.0,False,no five consecutive observed pre-transition non-democratic years,-0.8831050613106475,0.43614859369065073,14
NER,Niger,AFR,2010,2009,False,False,-0.27646000385284425,0.2817720353603363,0.32,20.98765432098765,0.0,5.144441604614258,6.653189998723418,-0.08430004119873047,0.5071401949379872,,,2.1823769502165025,,,1.0,False,no five consecutive observed pre-transition non-democratic years; missing ten-year DDCG GDP endpoint,-0.1905782253670334,0.8568145075968575,25
NGA,Nigeria,AFR,1979,1978,True,True,-0.12809399887919426,0.37515398263931277,-1.9152,47.76119402985074,0.0,5.983143329620361,7.614805364711073,5.327105522155762,5.990929442238437,-1.9868755340576172,-0.40593385696411133,-1.9602448196027922,-0.0052667724478228095,-7.200004577636719,7.0,True,,0.023336331277022757,-1.1661468752842814,-6
NGA,Nigeria,AFR,1999,1998,True,False,-0.6492999911308288,0.3581335186958313,-1.7924,12.345679012345679,0.0,5.901956558227539,7.613752010221509,1.1750078201293945,1.9497112747071466,2.9721879959106445,,7.011292032084135,4.728071886913963,-30.399993896484375,0.0,False,later eligible transition,-0.7281400515543084,-1.055007085637805,14
NIC,Nicaragua,LAC,1990,1989,True,True,-0.25833999663591384,0.35051016211509706,-0.40099999999999997,36.36363636363637,0.0,6.5519561767578125,7.780303087908373,-3.3667421340942383,-3.526971306752395,0.7746315002441406,1.2175297737121582,1.3837177988479787,2.2752175888179904,-18.099998474121094,4.0,True,,-0.16445274392076023,0.20427551463994043,5
NPL,Nepal,SAS,1991,1990,True,True,-0.5718599915504455,0.3786511242389679,-0.7528,20.97902097902098,0.0,5.175734043121338,7.181591944611865,2.2470903396606445,2.184019587416275,2.4111509323120117,2.0811057090759277,2.4301813314254073,2.4634428246401363,-38.0,0.0,True,,-0.6164868249294111,-0.11412007165998118,6
NPL,Nepal,SAS,2006,2005,False,False,-0.44460000693798063,0.35073158144950867,-0.11400000000000002,17.901234567901234,0.0,5.471971035003662,7.515511068851947,1.6718578338623047,2.2380108365142526,,,2.9037097137667356,,,0.0,False,no five consecutive observed pre-transition non-democratic years; missing ten-year DDCG GDP endpoint,-0.43300299255325697,0.4640240458169657,21
PAK,Pakistan,SAS,1972,1971,True,True,0.04653240030165762,0.3957140803337097,0.5466,61.111111111111114,1.0,5.651024341583252,7.302496423727326,3.8323545455932617,3.3082781900153613,2.18414306640625,2.392125129699707,2.596652074983261,2.888844652531568,-16.800003051757812,1.0,True,,0.27511320405697137,1.0618981910976029,-13
PAK,Pakistan,SAS,1988,1987,True,False,-0.17689200006425382,0.3510583996772766,-0.9099999999999999,41.25874125874126,0.0,6.034142971038818,7.768110378525988,3.194446563720703,3.711617759049748,1.744375228881836,2.1666812896728516,2.338158629017153,2.8262387598756744,-17.699996948242188,0.0,False,later eligible transition,-0.047020775059243784,-0.2563934831618221,3
PAK,Pakistan,SAS,2008,2007,True,False,0.15876140110194684,0.30025351643562315,-1.2260000000000002,39.50617283950617,0.0,6.467479228973389,8.333358130501123,2.588987350463867,3.314318890734196,,,2.211186880529663,,,0.0,False,later eligible transition; missing ten-year DDCG GDP endpoint,0.43692531831497167,-0.5423883816006376,23
PAN,Panama,LAC,1994,1993,True,True,-0.17167800031602382,0.3537114977836609,-0.1506,40.14598540145985,0.0,8.144891738891602,9.042001203897751,0.5618858337402344,1.6211123622428758,1.4498710632324219,,1.8359933856069155,4.045435899195846,-4.30000114440918,1.0,True,,-0.03950321438432415,0.43089932023829275,9
PER,Peru,LAC,1963,1962,False,False,,,,,,7.5005292892456055,8.56216655705897,,2.7715766160909006,1.5105009078979492,1.1884069442749023,1.8040768061167078,1.2904490442367589,-31.199996948242188,2.0,False,no five consecutive observed pre-transition non-democratic years; incomplete pre-transition capacity,,,-22
PER,Peru,LAC,1980,1979,True,True,-0.06439553896489088,0.38180158138275144,-0.721,50.71428571428571,1.0,7.718865394592285,8.804475183846678,1.0976934432983398,1.2874096430189041,-2.283492088317871,-0.5113554000854492,-2.5578332537106974,-0.5706825944546612,-24.599998474121094,5.0,True,,0.11517696427039205,-0.08533957238670796,-5
PER,Peru,LAC,1993,1992,False,False,-0.3336399972438812,0.35337387919425967,-0.052000000000000005,31.386861313868614,0.0,7.395025253295898,8.454994979785328,-3.431854248046875,-3.6526138612099324,2.5948381423950195,,2.8924110850830687,4.070706984699131,-24.19999885559082,2.0,False,no five consecutive observed pre-transition non-democratic years,-0.27302051352681833,0.5201369689283788,8
PHL,Philippines,EAP,1987,1986,True,True,-0.4065799951553345,0.3551124811172485,-2.0938000000000003,30.76923076923077,0.0,6.805517196655273,8.058643712215618,-0.9838771820068359,-0.8167182794436734,1.1841821670532227,1.5260791778564453,1.8168304992924789,2.2005188539460807,-15.799999237060547,2.0,True,,-0.37818562407635437,-1.3277882957310299,2
POL,Poland,ECA,1990,1989,True,True,0.976960027217865,0.3500201404094696,0.7514,80.41958041958041,1.0,,9.111624399037025,,-0.44365378189077376,,,2.8589403168464678,3.888431789332935,-7.0,2.0,False,missing ten-year DDCG GDP endpoint,1.616606582789587,1.2472518467946578,5
PRT,Portugal,INL,1976,1975,True,True,0.7837999939918519,0.3764836013317108,1.1832,79.8507462686567,1.0,8.603949546813965,9.248406572782638,5.41417121887207,4.901513295498461,1.9550704956054688,2.7756690979003906,2.4259125670836035,3.0874226174635133,-19.599998474121094,2.0,True,,1.338107860145999,1.6380512048512414,-9
PRY,Paraguay,LAC,1993,1992,True,True,-0.24215998947620393,0.3433569252490997,-1.2698,36.496350364963504,0.0,7.249203681945801,8.553826705677764,0.10788917541503906,-0.08339851381204966,-0.8190679550170898,,0.7157987050141124,1.6624809981261546,-8.600000381469727,4.0,True,,-0.1411243604498856,-0.58202944663741,8
ROU,Romania,ECA,1990,1989,True,True,0.23659999966621398,0.34218630790710447,-1.594,58.04195804195804,1.0,7.606848239898682,8.745309029042781,,-0.5133581060334791,-2.1980762481689453,1.2952947616577148,0.5162471630675647,4.633163476226647,,5.0,True,,0.5491532461656076,-0.8754457316812831,5
RUS,Russia,ECA,1993,1992,True,True,,,,,,7.652651786804199,9.257943899153286,,-1.5672410987946606,-0.6812381744384766,,1.5611064348764714,4.143555757961916,-4.299999237060547,5.0,False,incomplete pre-transition capacity,,,8
SDN,Sudan,AFR,1965,1964,True,True,-0.5899399995803833,0.4737800180912018,-0.2036,30.0,0.0,5.592508316040039,7.316548177182976,,0.6025093749229526,-0.48467159271240234,-0.035419464111328125,-1.2511884714659693,-0.3473379629860984,-8.600006103515625,5.0,True,,-0.6425546354263777,0.3829318214495041,-20
SDN,Sudan,AFR,1986,1985,True,False,-0.5440999925136566,0.42830106019973757,-0.717,21.678321678321677,0.0,5.492004871368408,7.149916836132109,-1.6706418991088867,-1.3009141675207925,2.1364879608154297,2.7133846282958984,1.4154080615761888,3.647858796442587,-8.699996948242188,2.0,False,later eligible transition,-0.5764623739950561,-0.08171938379887485,1
SEN,Senegal,AFR,2000,1999,True,True,-0.14837800115346908,0.374431437253952,0.666,31.48148148148148,0.0,6.19582986831665,7.589890258008286,-0.1111459732055664,-0.009618656802947712,1.2131023406982422,,0.7367540043354737,1.2890054003224272,-22.60000228881836,3.0,True,,-0.005909204816229504,1.1699608204444212,15
SER,Serbia & Montenegro,ECA,2000,1999,True,True,,,,,,,,,,,,,,,,False,incomplete pre-transition capacity; missing ten-year DDCG GDP endpoint,,,15
SLB,Solomon Islands,EAP,2004,2003,False,False,-1.0435400009155273,0.39481301307678224,-0.7104000000000001,4.320987654320987,0.0,6.838161468505859,,-2.978954315185547,,,,,,,,False,no five consecutive observed pre-transition non-democratic years; missing ten-year DDCG GDP endpoint,-1.296556495195963,-0.07574607262895039,19
SLE,Sierra Leone,AFR,1996,1995,True,True,-1.5711999893188477,0.3563402831554413,-2.84,1.89873417721519,0.0,5.284609794616699,7.232088511080275,-3.242917060852051,-1.5190094689823397,1.7092180252075195,,-1.2245292358810733,0.6113690967060093,-15.400009155273438,4.0,True,,-2.0573382692832998,-2.003134476791295,11
SLE,Sierra Leone,AFR,2001,2000,False,False,-1.4601999998092652,0.35210604667663575,-2.2622,1.2345679012345678,0.0,5.033556938171387,6.719971468366913,-5.0689697265625,-6.794266149644406,5.586671829223633,,5.392516630518047,3.3993129717695147,-19.900009155273438,0.0,False,no five consecutive observed pre-transition non-democratic years,-1.8972981472374557,-1.4801982352788032,16
SLV,El Salvador,LAC,1982,1981,True,True,-0.4429400026798248,0.3852579057216644,-1.8918,28.87323943661972,0.0,7.407324314117432,8.162516250140179,-1.3310527801513672,-0.13031345880847311,-0.28304576873779297,1.5325689315795898,-0.038350892496819,2.295353093580239,-30.599998474121094,5.0,True,,-0.4306095933714585,-1.1449687720454576,-3
STP,São Tomé & Príncipe,AFR,1991,1990,True,True,,,,,,,7.7039102096163115,,-3.613549992814215,,,0.008204215014071536,1.6654908430157669,-9.799999237060547,5.0,False,incomplete pre-transition capacity; missing ten-year DDCG GDP endpoint,,,6
SUR,Suriname,LAC,1988,1987,True,True,-0.570360004901886,0.40572327971458433,-1.64,20.27972027972028,0.0,7.500094413757324,,-3.8823938369750977,,0.9057760238647461,1.660761833190918,,,-14.900001525878906,,True,,-0.6143241396231942,-0.9170779004413638,3
SUR,Suriname,LAC,1991,1990,False,False,-0.654639995098114,0.39540300369262693,-1.2067999999999999,18.181818181818183,0.0,7.625399112701416,,-2.1303653717041016,,-0.6999301910400391,,,,-14.19999885559082,,False,no five consecutive observed pre-transition non-democratic years,-0.7358392854950092,-0.5250114763790384,6
SVK,Slovak Republic,ECA,1993,1992,True,True,,,,,,8.350319862365723,9.19407021371513,,,3.116941452026367,,4.207168229302898,4.190196786716367,-4.90000057220459,1.0,False,incomplete pre-transition capacity,,,8
SVN,Slovenia,ECA,1992,1991,True,True,,,,,,8.937651634216309,9.705156066629346,,-2.4373496936063077,3.046121597290039,,2.9395769702863284,2.304247923475069,-3.8000001907348633,1.0,False,incomplete pre-transition capacity,,,7
THA,Thailand,EAP,1974,1973,True,True,-0.1982340008020401,0.37043194770812987,-1.2982,48.837209302325576,0.0,6.355707168579102,8.00202481821611,4.735164642333984,4.414236554475535,4.1464948654174805,5.466122627258301,4.182168471236771,5.494898043824978,-20.799999237060547,0.0,True,,-0.07779173655093782,-0.6077327856110251,-11
THA,Thailand,EAP,1978,1977,False,False,-0.1650400012731552,0.3607530415058136,-1.19,45.86466165413533,0.0,6.530192852020264,8.184513753033722,4.365448951721191,4.14290548874936,4.101119041442871,5.494217872619629,4.1940744189233925,5.126941724396001,-17.700000762939453,0.0,False,no five consecutive observed pre-transition non-democratic years,-0.029932527200888202,-0.5098066843101394,-7
THA,Thailand,EAP,1992,1991,False,False,0.4552799940109253,0.33552738428115847,-0.035,69.06474820143885,1.0,7.308407783508301,8.968236302989977,6.056852340698242,6.182790309496529,2.734346389770508,,2.2380979824305314,2.6431773984029494,-11.30000114440918,2.0,False,no five consecutive observed pre-transition non-democratic years,0.8644467262689616,0.5355227704266695,7
THA,Thailand,EAP,2008,2007,False,False,0.6698800086975097,0.3047831952571869,-0.13200000000000003,65.4320987654321,1.0,7.848825454711914,9.448941015333972,2.197890281677246,2.390389174210501,,,2.310595617304365,,,2.0,False,no five consecutive observed pre-transition non-democratic years; missing ten-year DDCG GDP endpoint,1.173857679307979,0.4477331971717167,23
TUR,Turkey,ECA,1961,1960,False,False,,,,,,7.366804599761963,8.019941687677365,,3.802993998193518,2.928147315979004,2.3662877082824707,3.6896348343734076,3.455860981880896,-45.30000305175781,1.0,False,no five consecutive observed pre-transition non-democratic years; incomplete pre-transition capacity,,,-24
TUR,Turkey,ECA,1973,1972,False,False,0.6566799998283386,0.36823543906211853,-0.3278,78.29457364341084,1.0,7.741564750671387,8.502891406705377,3.600335121154785,4.502765878898103,1.3457393646240234,2.130584716796875,2.5818869716296966,3.0933262161189834,-37.0,2.0,False,no five consecutive observed pre-transition non-democratic years,1.1548258664243751,0.27052496579728624,-12
TUR,Turkey,ECA,1983,1982,False,False,0.9000800013542175,0.3595061421394348,-0.8904,79.72027972027972,1.0,7.876138687133789,8.761080103868347,1.3457393646240234,2.5818869716296966,2.9154300689697266,2.185835838317871,3.60476546060827,3.0543241823149003,-31.5,1.0,False,no five consecutive observed pre-transition non-democratic years,1.5057607279704424,-0.23865455908143995,-2
TWN,Taiwan,EAP,1992,1991,True,True,1.690999984741211,0.3795048356056213,1.0756000000000001,88.48920863309353,1.0,,9.737126798736938,,6.604321116306728,,,4.36539631715231,4.114868048155804,,1.0,False,missing ten-year DDCG GDP endpoint,2.6461115624975378,1.5406681318385314,7
UGA,Uganda,AFR,1980,1979,True,True,-1.2835999965667724,0.4157668173313141,-2.436,1.4285714285714286,0.0,,6.873163834212518,,-3.7391675037323857,,,-0.3905509539867946,1.0234904663206956,-16.5,4.0,False,missing ten-year DDCG GDP endpoint,-1.6426757261264604,-1.6374954294201516,-5
UKR,Ukraine,ECA,1994,1993,True,True,,,,,,6.885756015777588,8.866476915261906,,-2.700016081158214,-1.7436456680297852,,-0.08596024244134526,1.9180111947895018,-3.40000057220459,4.0,False,incomplete pre-transition capacity,,,9
URY,Uruguay,LAC,1985,1984,True,True,0.202920001745224,0.354903781414032,-2.289,59.44055944055944,1.0,8.400771141052246,9.083075020930307,0.16557693481445312,0.7411670848682128,3.446626663208008,1.8874740600585938,3.378625360568872,1.5292787111839523,-8.0,1.0,True,,0.5005933228575637,-1.504453498817285,0
ZAF,South Africa,AFR,1994,1993,True,True,0.6879600048065185,0.37639049887657167,-0.3304,75.18248175182481,1.0,7.973568916320801,8.693817128795077,-1.3112449645996094,-0.9401370046368207,0.8451747894287109,,3.482764701065957,3.514212619641448,7.799999237060547,0.0,True,,1.1999254726173139,0.26817184321519466,9
ZMB,Zambia,AFR,1991,1990,True,True,0.20648000240325928,0.35573521852493284,0.525,55.24475524475524,1.0,5.953705310821533,7.158513997329321,-2.046966552734375,-1.2218319805542066,-1.9362211227416992,0.5762171745300293,1.0586787227805328,4.292430766243545,-14.799995422363281,3.0,True,,0.5057261426200922,1.0423491727233043,6
ZWE,Zimbabwe,AFR,1978,1977,True,True,-0.8287199914455414,0.42494980096817014,-2.799,16.541353383458645,0.0,6.179601669311523,7.57353126274595,1.7674875259399414,1.8458516512751366,0.10030269622802734,0.7375407218933105,0.29369199458805006,0.8930286186904102,-19.300003051757812,6.0,True,,-0.9868283530099862,-1.9660275437660057,-7
