iso,observed,fitted,residual
ALB,5.859018851444731,2.228540144980862,3.6304787064638684
ARG,-0.5228847003163395,1.0553514077539075,-1.578236108070247
BEN,0.5266716514772884,0.591356165290311,-0.06468451381302254
BFA,2.982135245041224,0.16303132107380353,2.8191039239674205
BGD,3.896409081650365,0.6964102904898364,3.1999987911605285
BGR,-0.5900413953334649,4.195371903326875,-4.78541329866034
BOL,-1.1746086178919946,0.22561075485686627,-1.4002193727488608
BRA,1.4698280874417868,1.980694678534953,-0.5108665910931662
CAF,-0.3846557696903119,0.29120961029564413,-0.675865379985956
CHL,3.9467362422474395,2.6214467644846313,1.3252894777628081
CIV,0.370969837057169,1.8430592124367575,-1.4720893753795885
COG,0.9714984068923727,1.159336965476506,-0.18783855858413334
COM,0.7077189212237123,-0.1120713423914745,0.8197902636151868
CPV,6.008719581672128,1.9870341913478318,4.021685390324297
DJI,2.212122799413798,2.1177473195378953,0.09437547987590289
DOM,0.7802428350585089,0.43879335137487807,0.3414494836836308
ECU,0.06787177818472045,0.9407707415134209,-0.8728989633287004
ESP,1.991044552620309,2.387340955457032,-0.39629640283672307
ETH,0.5285136309593153,0.9578646909338322,-0.42935105997451695
GHA,-0.9063363192042306,0.6397771531849323,-1.546113472389163
GNB,-0.7996714059574828,0.07109943567613926,-0.8707708416336221
GRC,2.0994657650121695,2.1251419236156983,-0.025676158603528787
GTM,3.326186673052227,-0.0141022229574745,3.3402888960097017
HND,-0.7647402566430372,0.9181974771814029,-1.6829377338244402
HRV,4.383974727245938,3.4127218319375388,0.9712528953083996
HUN,1.127900504316468,3.5303075869359173,-2.4024070826194492
IDN,3.8315593028397466,1.6383396744243268,2.1932196284154197
KOR,6.6163876516687194,3.5997533980233967,3.016634253645323
LSO,0.2292721282484944,0.9227799905075762,-0.6935078622590818
MDG,-0.3696021331353805,0.36710311095396975,-0.7367052440893502
MEX,3.188823060457029,2.786802551648543,0.40202050880848583
MLI,0.9823396285394193,0.5039480335594171,0.47839159498000217
MNG,6.140320817683058,2.4061119052156403,3.734208912467418
MOZ,-2.1944031330747205,0.3814348658121359,-2.5758379988868563
MWI,0.4520209562156552,1.002257344131448,-0.5502363879157928
NER,-2.2921621352097077,1.4796276984382157,-3.771789833647923
NGA,-1.9602448196027922,1.1615810946904888,-3.121825914293281
NIC,1.3837177988479787,1.2102256788736507,0.173492119974328
NPL,2.4301813314254073,0.7751944680985888,1.6549868633268185
PAK,2.596652074983261,1.2702570525002184,1.3263950224830428
PAN,1.8359933856069155,1.4120094504267626,0.42398393518015287
PER,-2.5578332537106974,1.2563884852584928,-3.81422173896919
PHL,1.8168304992924789,0.9103342788996399,0.906496220392839
PRT,2.4259125670836035,2.4452462421091474,-0.01933367502554395
PRY,0.7157987050141124,1.2943996506942406,-0.5786009456801282
ROU,0.5162471630675647,1.950278712458573,-1.4340315493910083
SDN,-1.2511884714659693,0.13648239431513648,-1.3876708657811059
SEN,0.7367540043354737,1.616059694010996,-0.8793056896755223
SLE,-1.2245292358810733,-0.6358918132982162,-0.5886374225828571
SLV,-0.038350892496819,0.7295702376229767,-0.7679211301197957
THA,4.182168471236771,0.9326375498805813,3.24953092135619
URY,3.378625360568872,1.7707603258361655,1.6078650347327066
ZAF,3.482764701065957,2.727055120179126,0.7557095808868306
ZMB,1.0586787227805328,1.95204925756479,-0.8933705347842573
ZWE,0.29369199458805006,0.0656781927619672,0.22801380182608288
