iso,observed,fitted
ALB,5.5216946076151,3.1233303179480703
ARG,-0.17161187991184157,0.21269042130569174
BDI,-0.06371880282582953,2.996181563676982
BEN,1.0697249376042128,1.612289197542618
BFA,1.031670942146956,2.0983069045569787
BGD,3.4486752065709725,2.148947907229931
BGR,1.8672149681482964,4.337945145913549
BOL,-0.00347460479219297,0.4532313085016061
BRA,1.0859081970787265,1.5584144857013424
CAF,0.9912558684689232,1.6700184360707586
CHL,3.805925715738212,2.3470116222537483
CIV,0.8358891885865827,2.201846654276515
COG,-0.09664139939740579,1.2693268923299197
COM,0.21172995283484486,0.3741295020952733
CPV,6.708230453837993,3.194112701695054
DOM,1.786407056993702,0.5637453306975551
ECU,0.5410995130720053,0.7825350004814794
ESP,1.8453012761744603,1.340291118804516
ETH,4.495585788513221,3.0432912722937466
GHA,-1.1918475038306164,1.6740340411898205
GNB,0.5516223342414461,1.1866450879128185
GRC,1.0797505929058904,1.2162343519226526
GTM,1.3062148843648913,0.38352350253373396
HND,8.438320970653592,2.901359911902451
HRV,2.6947248069361684,2.690945165885724
HTI,-0.7577676118806043,-0.07414922586537194
HUN,1.1419566075103926,2.955173333087975
IDN,3.65981968474149,1.9713691979246035
KEN,1.7287376403720245,2.2200628677005265
KHM,2.033257122481631,1.1777465950001613
KOR,5.87334972691929,3.2194517009259145
LSO,3.0523970846115933,2.191749757595548
MDG,-0.4135696668562927,1.7100147518462063
MEX,0.9692220263685147,2.0184960307345543
MLI,1.1414140746440937,1.6103287104552022
MNG,4.095725909858321,3.146442290717219
MOZ,4.629345514989316,2.4007066349537522
MWI,1.8493326967025545,2.6922426051515465
NER,-0.27398959641092624,3.0891283752647176
NGA,-1.9170908939874962,1.5681747567644024
NIC,1.2427637592984242,1.8913092451246523
NPL,2.671428453729656,2.3364035049627967
PAK,2.2417683422974655,2.8946668762872405
PAN,4.246945605507237,0.768820710188377
PER,-0.6138572267360765,1.1856842440220134
PHL,1.5386184415091453,1.4214660741340346
PRT,2.777764471944666,1.8681124901409771
PRY,1.273732462297854,0.9287581710396963
SDN,-0.35632418899060436,1.4438917276457628
SEN,1.4429673516359776,2.4097143775118677
SLE,1.222580185631461,0.05811277522380053
SLV,0.7135666697396736,0.8383186430976115
THA,5.414332559016648,1.9717990972938588
URY,1.9553477268559138,1.150641310687558
ZAF,1.9314089049626482,2.600712026338952
ZMB,1.4892197718799105,3.093903120816779
ZWE,0.9420164109887041,0.5964324718655148
